payment_id,order_id,paid_at,method,amount,wallet_applied,status,currency
P00865,O01508,18-06-2026 05:04,netbanking,1558.86,0,captured,INR
P01977,O01243,12-02-2025 12:11,card,29.91,0.06,captured,USD
P02600,O00027,25-01-2026 08:19,cod,4852.47,0,captured,INR
P00242,O00275,2026-05-24T21:07:00Z,wallet,395.56,0,captured,INR
P00350,O00030,2026-05-10T18:13:00+05:30,wallet,335.85,0,refunded,INR
P00627,O01125,13-06-2025 20:22,upi,4.99,0,captured,USD
P02218,O00033,2025-04-11T17:11:00+05:30,netbanking,1807.36,0,captured,INR
P00512,O01159,2026-03-07T03:38:00Z,cod,23.55,0.07,captured,USD
P01142,O01155,25-06-2026 15:53,card,21.49,0.11,captured,USD
P00911,O01660,2026-06-29T22:32:00+05:30,,1838.29,0,captured,INR
P02451,O01124,2026-06-19T04:02:00+05:30,netbanking,523.36,0,captured,INR
P01967,O00622,2026-07-22T16:21:00Z,netbanking,45.5,0,failed,USD
P01586,O01596,2026-03-03T08:26:00+05:30,upi,2971.4,50,captured,INR
P01069,O00710,2026-07-06T19:25:00+05:30,wallet,436.29,0,captured,INR
P00318,O00595,2026-02-24T16:27:00+05:30,wallet,459.37,0,captured,INR
P02478,O01803,31-05-2026 08:19,cod,163.16,0,refunded,INR
P02790,O93611,2026-05-23T14:23:00+05:30,upi,2638.7,0,captured,INR
P01561,O00658,2026-05-29T05:11:00+05:30,cod,863.46,0,captured,INR
P00068,O00798,2026-06-10T01:00:00+05:30,upi,31.84,0,failed,USD
P00614,O00577,2026-07-09T08:48:00+05:30,cod,28.82,0,failed,USD
P00596,O01837,2026-01-27T05:32:00Z,cod,495.67,0,refunded,INR
P02199,O02108,2025-06-16T16:27:00+05:30,netbanking,395.75,0,captured,INR
P00957,O01706,2026-04-29T22:57:00+05:30,upi,879.27,0,failed,INR
P02805,O97583,23-08-2025 21:20,netbanking,2432.22,0,captured,INR
P00006,O00274,2025-09-28T00:14:00+05:30,wallet,971.81,0,failed,INR
P02165,O01915,2026-02-12T14:24:00+05:30,wallet,5654.33,0,captured,INR
P00290,O01280,2026-05-30T09:57:00+05:30,cod,983.94,0,captured,INR
P00904,O01555,2026-04-08T16:50:00Z,card,268.86,0,captured,INR
P01226,O02118,16-12-2025 14:06,wallet,926.09,15,captured,INR
P02479,O01456,2026-02-25T09:23:00Z,netbanking,4.97,0.02,captured,USD
P00438,O01526,22-06-2026 23:24,cod,678,0,captured,INR
P01406,O01181,02-12-2025 16:33,,678.49,0,captured,INR
P02801,O96675,2026-04-14T20:08:00Z,cod,1985.6,0,captured,INR
P01816,O01227,2026-03-09T15:11:00+05:30,cod,3275.49,0,captured,INR
P00025,O01749,03-01-2026 12:11,upi,4609.31,0,captured,INR
P01530,O00518,2026-01-02T16:08:00Z,wallet,14.84,0,captured,USD
P01953,O00786,2026-07-13T08:39:00+05:30,upi,3245.77,0,captured,INR
P02590,O01021,2026-04-28T11:34:00+05:30,wallet,2600.69,0,refunded,INR
P00405,O00054,2026-01-20T00:31:00+05:30,netbanking,10.62,0,captured,USD
P02365,O00394,2026-03-02T04:05:00Z,cod,556.73,0,captured,INR
P02480,O02091,30-06-2026 06:37,card,386.56,0,captured,INR
P00850,O00493,2026-05-07T05:40:00Z,card,44.32,0,captured,USD
P01630,O00331,2026-05-05T19:35:00Z,card,34.72,0,captured,USD
P01927,O01235,04-07-2026 18:32,card,28.83,0,captured,USD
P00322,O01028,2026-03-11T20:29:00+05:30,card,25.85,0,failed,USD
P00183,O00637,2026-05-27T13:17:00+05:30,netbanking,5040.29,0,captured,INR
P02450,O00609,16-07-2026 01:34,wallet,6.85,0,captured,USD
P01684,O00555,2026-03-04T14:26:00+05:30,card,573.41,0,pending,INR
P02148,O01261,04-07-2026 13:23,wallet,16.58,0,refunded,USD
P01155,O01223,27-05-2026 12:04,upi,912.74,0,captured,INR
P00835,O00869,2026-07-05T12:52:00+05:30,cod,3672.62,50,captured,INR
P02461,O00888,2025-07-16T23:21:00+05:30,card,765.79,0,captured,INR
P02096,O01065,20-06-2026 11:07,netbanking,454.38,0,captured,INR
P02022,O01987,2026-04-16T17:19:00+05:30,upi,3058.6,0,refunded,INR
P02702,O00078,2025-12-22T04:09:00+05:30,wallet,23.58,0,captured,USD
P00176,O00448,2026-05-15T07:21:00Z,cod,1019.29,0,captured,INR
P01331,O00938,2026-07-01T19:12:00Z,netbanking,1037.6,0,failed,INR
P01308,O01284,2026-07-04T03:19:00+05:30,cod,4.99,0,failed,USD
P00676,O00322,2026-03-10T21:40:00+05:30,wallet,6.8,0.01,captured,USD
P02740,O01523,03-08-2025 05:03,wallet,2836.39,30,captured,INR
P00164,O00706,26-07-2025 23:44,cod,,0,captured,USD
P02150,O01600,2026-05-14T00:37:00+05:30,upi,4.99,0,failed,USD
P02154,O00691,28-05-2025 01:17,card,5.31,0,refunded,USD
P02104,O00692,2026-06-05T23:43:00+05:30,upi,66.18,0,failed,USD
P01000,O01182,2026-04-28T10:26:00Z,upi,1157.27,200,captured,INR
P01651,O00083,2025-08-04T05:12:00+05:30,upi,2312.15,0,captured,INR
P00740,O00799,2026-05-21T07:12:00+05:30,card,367.49,0,captured,INR
P02734,O01670,18-07-2026 21:56,upi,275.19,0,refunded,INR
P00495,O01918,11-06-2026 03:17,netbanking,862.96,0,captured,INR
P01800,O01189,2026-06-20T05:48:00+05:30,card,11.28,0,failed,USD
P02549,O00036,2026-05-17T07:15:00+05:30,cod,1863.38,0,captured,INR
P00968,O00652,2026-06-17T06:23:00+05:30,wallet,4.97,0,failed,USD
P00345,O00435,2026-07-03T14:26:00+05:30,cod,24.22,0,captured,USD
P02380,O01402,2026-07-14T18:11:00+05:30,wallet,9.54,0,captured,USD
P00231,O01269,2026-01-13T19:49:00Z,netbanking,325.95,0,failed,INR
P02268,O00297,14-06-2026 04:09,wallet,20.47,0,refunded,USD
P00182,O00068,2025-10-28T07:57:00+05:30,upi,1978.01,0,captured,INR
P00482,O00649,2026-07-07T04:15:00+05:30,card,4.99,0,captured,USD
P00483,O00649,06-08-2026 04:15,card,2.5,0,refunded,USD
P00343,O01524,2026-07-04T02:51:00+05:30,cod,2475.35,0,failed,INR
P02418,O01535,2026-06-09T08:44:00+05:30,card,1676.29,0,refunded,INR
P02375,O02112,2026-05-09T19:17:00+05:30,netbanking,45.92,0,captured,USD
P00328,O01568,2026-07-04T23:33:00+05:30,upi,1780.1,0,captured,INR
P01605,O01654,2026-02-05T08:25:00+05:30,cod,32.27,0,captured,USD
P00094,O01311,2025-10-02T05:26:00+05:30,netbanking,1859.93,0,captured,INR
P00361,O01806,30-11-2025 09:19,netbanking,2527.37,0,captured,INR
P02254,O00258,2026-02-15T17:35:00Z,netbanking,648.54,0,captured,INR
P00436,O00669,19-06-2026 09:03,cod,664.62,0,captured,INR
P01416,O00830,2025-04-19T04:15:00+05:30,,5423.24,0,captured,INR
P01174,O00810,2026-06-16T01:41:00+05:30,card,1182.39,0,failed,INR
P00694,O01282,2026-01-06T20:38:00+05:30,cod,334.66,0,captured,INR
P02715,O01152,06-04-2026 21:32,wallet,4.74,0,captured,USD
P00799,O00143,12-03-2026 02:00,card,5.82,0,captured,USD
P02252,O00002,2026-07-13T23:30:00+05:30,upi,434.2,0,failed,INR
P01544,O01965,2026-05-04T02:04:00+05:30,cod,6.99,0,failed,USD
P00304,O01278,17-01-2026 04:31,netbanking,381.89,0,captured,INR
P01942,O01389,2026-01-12T14:36:00+05:30,cod,2036.99,0,refunded,INR
P00413,O00643,2026-06-30T14:33:00Z,upi,8.41,0,pending,USD
P00431,O00884,20-01-2026 21:17,cod,4210,100,captured,INR
P01123,O01262,30-06-2026 11:42,card,558.37,0,captured,INR
P01546,O00501,2026-01-25T08:18:00+05:30,cod,5042.24,0,captured,INR
P02123,O01955,2026-06-30T05:23:00+05:30,wallet,1690.58,0,captured,INR
P01795,O01451,28-06-2026 09:48,wallet,13.63,0,captured,USD
P01444,O01096,2026-04-01T18:40:00+05:30,netbanking,1777.83,0,captured,INR
P02163,O00417,2025-12-18T16:05:00+05:30,cod,58.03,0,captured,USD
P00625,O01898,2026-07-29T09:16:00Z,netbanking,4.71,0,refunded,USD
P01030,O00629,2026-02-04T00:19:00Z,wallet,5.74,0,captured,USD
P01570,O02092,2025-09-14T11:17:00Z,netbanking,506.18,0,failed,INR
P02619,O00190,27-06-2026 03:09,cod,439.88,0,captured,INR
P02333,O00403,2026-01-15T05:27:00+05:30,wallet,374.79,0,captured,INR
P02092,O02053,14-08-2026 16:45,cod,11,0,refunded,USD
P00030,O01981,2026-01-27T12:25:00+05:30,card,2615.26,0,refunded,INR
P02345,O00168,2026-07-11T13:21:00Z,netbanking,741.6,0,captured,INR
P00156,O00524,2026-04-09T09:06:00+05:30,card,26.1,0,failed,USD
P00443,O00839,07-08-2025 15:16,upi,1945.37,0,captured,INR
P01806,O00911,06-06-2026 15:52,card,,0,captured,INR
P01552,O01163,2025-12-15T09:03:00Z,wallet,3442.42,0,captured,INR
P02065,O00153,12-09-2025 15:05,cod,65.16,0.2,captured,USD
P02491,O00872,2026-07-09T05:16:00Z,upi,2741.87,0,captured,INR
P01020,O00775,06-07-2026 01:08,upi,14.81,0.05,captured,USD
P00038,O00330,2025-06-08T16:20:00+05:30,upi,383.05,0,captured,INR
P01447,O00079,2026-03-15T06:09:00+05:30,wallet,676.15,0,captured,INR
P00881,O01514,16-05-2026 16:09,card,564.46,0,failed,INR
P02444,O01257,2026-03-15T18:18:00+05:30,netbanking,562.69,0,captured,INR
P00399,O01599,2026-04-23T01:20:00+05:30,upi,5352.16,0,captured,INR
P01405,O01580,2026-06-24T15:10:00Z,cod,43.78,0,refunded,USD
P02162,O00875,2025-12-08T22:14:00Z,upi,4796.17,0,refunded,INR
P00852,O01731,2026-06-15T21:22:00Z,wallet,498.28,0,failed,INR
P00386,O01946,2025-08-23T13:00:00+05:30,cod,221.14,100,captured,INR
P00466,O00026,2026-03-08T16:03:00+05:30,upi,36.06,0,captured,USD
P01129,O00490,2026-02-20T13:48:00Z,card,35.66,0,captured,USD
P00932,O00990,2025-08-10T23:35:00+05:30,cod,29.45,0,failed,USD
P00671,O00608,19-02-2026 15:04,netbanking,38.5,0,failed,USD
P01846,O01004,2026-06-02T14:22:00Z,,509.44,89.9,captured,INR
P01769,O01888,2026-07-24T01:40:00Z,upi,4.99,0,captured,USD
P01370,O00308,20-12-2025 13:11,wallet,1803.09,0,captured,INR
P00498,O00893,2025-10-17T08:50:00+05:30,upi,11.89,0,captured,USD
P00070,O00128,2026-07-03T00:04:00Z,netbanking,9.11,0.03,captured,USD
P00055,O01346,2026-05-11T07:34:00+05:30,card,2981.73,0,captured,INR
P01569,O00139,2026-06-12T08:16:00+05:30,upi,1073.9,0,failed,INR
P00575,O01848,2026-02-23T05:37:00Z,cod,1930.49,0,failed,INR
P01329,O00861,2026-05-08T05:30:00Z,wallet,54.71,0,pending,USD
P01717,O00973,2025-09-22T08:37:00+05:30,cod,340.67,0,captured,INR
P00623,O01957,25-12-2025 22:08,cod,501.21,0,captured,INR
P00984,O00515,2026-06-18T09:28:00+05:30,wallet,4.99,0,failed,USD
P00175,O00357,2026-07-07T03:28:00+05:30,netbanking,674.42,0,refunded,INR
P01929,O01622,2026-05-05T21:12:00+05:30,upi,22.08,0,captured,USD
P00588,O01057,21-11-2025 00:28,cod,5.63,0,refunded,USD
P02745,O01475,24-10-2025 17:22,wallet,20.85,0,captured,USD
P00388,O01992,2025-03-25T19:08:00Z,cod,29.43,0,captured,USD
P02413,O01572,2026-07-05T09:34:00Z,cod,6.53,0,failed,USD
P02624,O01144,27-04-2026 06:16,upi,4.99,0,captured,USD
P00938,O00556,19-05-2026 11:16,card,24.02,0,failed,USD
P02315,O01805,2025-12-25T01:34:00Z,wallet,943.64,0,captured,INR
P01867,O00877,2026-04-28T10:32:00+05:30,cod,2281.34,30,captured,INR
P01231,O01218,2026-06-07T14:44:00Z,card,863.08,0,captured,INR
P01418,O01206,2026-06-22T07:23:00+05:30,cod,8.11,0,captured,USD
P00157,O00524,2026-04-09T09:25:00+05:30,card,26.1,0,captured,USD
P02708,O00575,10-08-2025 19:32,upi,617.83,0,failed,INR
P01026,O01586,2026-06-20T23:04:00+05:30,card,1783.66,0,failed,INR
P01086,O01777,14-03-2026 08:46,upi,993.73,0,captured,INR
P00687,O01934,29-03-2026 02:12,upi,9.32,0,failed,USD
P00828,O00037,24-06-2026 09:32,netbanking,973.51,0,captured,INR
P02131,O00979,09-07-2026 09:25,card,602.74,0,failed,INR
P00509,O00336,04-02-2026 15:11,card,2401.39,0,captured,INR
P00586,O01785,2026-03-04T19:25:00+05:30,card,62.25,0,refunded,USD
P02044,O00915,27-05-2025 03:30,netbanking,466.16,0,captured,INR
P00002,O01420,2025-12-12T14:18:00+05:30,upi,2408.03,0,captured,INR
P02153,O00691,2025-05-23T01:17:00+05:30,card,5.31,0,captured,USD
P02130,O01625,2025-12-04T17:20:00Z,card,1980.35,50,captured,INR
P01606,O00978,2025-08-27T13:03:00+05:30,cod,303.17,0,failed,INR
P02430,O00466,03-10-2025 08:11,upi,352.92,0,failed,INR
P00950,O00965,07-10-2025 02:28,upi,389.97,0,captured,INR
P00931,O01290,2026-05-16T20:16:00+05:30,netbanking,343.44,0,captured,INR
P02015,O01490,2025-08-14T19:12:00+05:30,upi,1247.74,0,failed,INR
P01256,O01972,2025-07-09T00:26:00Z,upi,16.66,0,captured,USD
P00451,O01319,2026-03-30T04:04:00Z,,58.26,0,captured,USD
P01725,O01980,2025-12-12T12:04:00+05:30,cod,509.09,0,refunded,INR
P00685,O00349,2026-06-30T15:10:00Z,netbanking,506.33,0,captured,INR
P01407,O01241,25-05-2026 13:23,wallet,997.77,0,captured,INR
P01275,O01082,2026-02-17T02:59:00Z,wallet,37.62,0,captured,USD
P00727,O01648,2025-10-07T11:21:00+05:30,cod,448.58,0,captured,INR
P00545,O01010,2026-07-12T06:37:00+05:30,cod,1656.3,0,captured,INR
P00658,O00602,2025-07-27T23:05:00+05:30,netbanking,2634.12,0,failed,INR
P01994,O01099,2026-02-18T01:25:00Z,cod,955.15,0,pending,INR
P00268,O01123,2026-03-29T15:21:00+05:30,netbanking,20.24,0,failed,USD
P00987,O01988,2026-05-25T00:03:00Z,card,2196.33,0,failed,INR
P01205,O01950,26-12-2025 04:24,upi,3368.07,0,captured,INR
P02120,O00999,2025-10-28T16:59:00+05:30,netbanking,22.47,0,captured,USD
P02205,O01108,2026-02-13T00:23:00+05:30,upi,14.61,0,captured,USD
P01258,O00725,2026-07-01T09:13:00+05:30,cod,13.86,0,failed,USD
P02098,O00299,2026-07-14T14:10:00Z,card,3559.18,0,captured,INR
P02552,O00292,07-04-2026 06:11,cod,996.77,0,refunded,INR
P01495,O00343,2026-02-20T02:14:00+05:30,card,2233.7,0,captured,INR
P01705,O01507,2025-06-06T20:08:00+05:30,netbanking,1723.64,0,captured,INR
P01648,O01329,2026-07-21T14:46:00+05:30,,4.96,0.03,captured,USD
P01699,O01216,15-04-2026 11:57,wallet,349.11,0,captured,INR
P01195,O01022,22-05-2026 03:26,upi,562.03,0,captured,INR
P00294,O00347,2026-06-02T08:44:00Z,card,779.13,30,captured,INR
P01228,O00298,2026-07-16T05:58:00+05:30,wallet,1768.27,0,refunded,INR
P01731,O01630,2026-05-16T18:23:00+05:30,cod,540.43,30,captured,INR
P01945,O01754,2026-03-04T19:09:00Z,upi,1751.29,0,failed,INR
P01747,O00776,2026-05-19T13:50:00+05:30,netbanking,30.75,0,refunded,USD
P02091,O02053,2026-07-24T16:45:00+05:30,cod,11,0.06,captured,USD
P02503,O00460,2026-06-02T14:04:00+05:30,netbanking,1648.08,0,failed,INR
P00896,O01879,21-11-2025 05:35,wallet,792.71,0,captured,INR
P01167,O01272,2026-07-19T15:22:00+05:30,wallet,1878.61,0,captured,INR
P02393,O00011,2026-02-17T17:31:00+05:30,netbanking,1629.13,100,captured,INR
P02152,O01704,19-06-2026 05:23,wallet,9.3,0,captured,USD
P01764,O01268,2025-12-18T11:22:00+05:30,cod,1992.61,0,captured,INR
P02329,O01138,04-05-2026 08:25,wallet,932.73,0,failed,INR
P01893,O00109,2026-05-29T19:01:00+05:30,cod,3212.47,0,captured,INR
P02605,O01502,2026-07-16T20:11:00Z,upi,980.99,0,captured,INR
P01033,O01491,2026-06-12T17:00:00+05:30,netbanking,2801.63,0,captured,INR
P02572,O00985,12-07-2025 04:22,netbanking,17.15,0,failed,USD
P00767,O01499,2026-06-29T14:02:00+05:30,upi,445.17,100,captured,INR
P01039,O00838,2026-07-06T00:51:00+05:30,card,436.12,0,captured,INR
P00725,O01307,30-11-2025 08:45,,413.62,0,refunded,INR
P01060,O01964,2026-03-26T09:42:00+05:30,netbanking,11.71,0,refunded,USD
P00102,O00721,29-10-2025 04:48,wallet,5.42,0,refunded,USD
P01185,O01205,2026-03-12T06:39:00+05:30,upi,,0,captured,INR
P02027,O00483,09-10-2025 20:41,netbanking,,0,captured,USD
P00199,O01632,22-02-2026 04:28,upi,371.02,0,failed,INR
P02389,O00754,2025-12-07T23:37:00+05:30,cod,5179.48,0,failed,INR
P01541,O01746,2026-06-22T23:12:00+05:30,upi,15.29,0,captured,USD
P01335,O00714,2026-01-29T16:08:00+05:30,upi,501.45,0,captured,INR
P02746,O01991,17-05-2026 03:27,wallet,19.66,0,captured,USD
P02083,O01679,2026-07-04T23:44:00+05:30,netbanking,4618.67,30,captured,INR
P01772,O01708,2026-02-26T07:17:00+05:30,wallet,4.96,0,refunded,USD
P02608,O01522,11-07-2026 07:30,upi,2677.39,0,failed,INR
P00603,O00863,2025-07-16T05:48:00+05:30,netbanking,54.51,0,captured,USD
P02517,O00340,2026-06-15T01:19:00+05:30,card,3.99,0,captured,USD
P01504,O01481,2026-07-04T01:03:00+05:30,netbanking,11.19,0,captured,USD
P01933,O00724,2026-01-19T00:14:00Z,card,33.89,0.17,captured,USD
P01353,O01585,2025-06-26T17:18:00+05:30,netbanking,38.75,0,pending,USD
P01369,O00607,2025-09-09T03:42:00+05:30,card,3079.26,15,captured,INR
P01822,O01736,28-08-2025 22:30,wallet,3302,0,captured,INR
P01193,O00436,2026-05-09T11:35:00+05:30,card,2709.2,0,captured,INR
P02405,O01722,2025-12-24T15:17:00Z,wallet,15.8,0,captured,USD
P00032,O00413,30-06-2026 07:05,netbanking,8.07,0,captured,USD
P01667,O00476,2026-02-05T05:17:00Z,wallet,325.38,0,captured,INR
P01597,O01027,19-03-2026 21:06,cod,395.61,0,captured,INR
P00562,O00808,07-02-2026 01:12,cod,816.45,0,refunded,INR
P01879,O02089,2026-04-13T23:15:00+05:30,,816.93,15,captured,INR
P01608,O01529,06-07-2026 12:03,upi,2803.44,0,failed,INR
P02097,O00880,23-02-2026 02:13,upi,16.73,0,failed,USD
P00688,O01327,2026-04-24T03:21:00+05:30,wallet,4.99,0,failed,USD
P02629,O01927,2026-06-27T15:26:00+05:30,upi,27.06,0,failed,USD
P02554,O00376,15-07-2026 19:42,netbanking,2969.31,0,captured,INR
P00878,O00770,2026-04-17T15:23:00Z,card,542.14,0,captured,INR
P01168,O01272,28-07-2026 15:22,wallet,1878.61,0,refunded,INR
P00379,O00232,28-12-2025 17:30,card,6.14,0,pending,USD
P00606,O00777,07-02-2026 15:16,cod,7.51,0,failed,USD
P01626,O01738,12-03-2026 05:10,netbanking,4.74,0,captured,USD
P00644,O00719,2026-06-19T22:40:00+05:30,card,3022.27,0,captured,INR
P02306,O00366,2026-03-22T17:13:00Z,netbanking,3737.41,0,captured,INR
P01107,O01273,2026-07-11T23:10:00Z,upi,381.27,0,captured,INR
P02707,O00239,26-05-2026 10:15,wallet,31.8,0,captured,USD
P00138,O01793,18-08-2025 14:41,wallet,54.34,0,captured,USD
P01477,O00133,2025-08-24T17:23:00+05:30,cod,11.2,0,refunded,USD
P01809,O00287,18-06-2026 13:13,cod,67.3,0,captured,USD
P00686,O01005,2025-10-08T11:42:00+05:30,upi,388.56,0,captured,INR
P00349,O00030,2026-04-25T18:13:00+05:30,wallet,335.85,0,captured,INR
P02386,O00112,2026-05-03T04:33:00+05:30,wallet,21.09,0,captured,USD
P01166,O00750,2026-07-06T20:04:00Z,netbanking,2487.08,0,failed,INR
P02585,O01949,2026-06-01T14:59:00+05:30,card,466.01,0,failed,INR
P00353,O00393,2026-04-18T02:06:00+05:30,wallet,6.71,0,failed,USD
P01288,O00166,12-06-2026 20:58,,2399.27,0,failed,INR
P01917,O00516,2026-07-16T02:16:00+05:30,cod,537.75,0,captured,INR
P01663,O00458,2026-04-30T19:23:00Z,wallet,13.31,0,refunded,USD
P01507,O01199,2026-04-24T11:34:00+05:30,upi,3076.31,0,captured,INR
P01023,O00369,2025-11-17T05:51:00+05:30,cod,2850.28,0,captured,INR
P00587,O01057,17-11-2025 00:28,cod,5.63,0.02,captured,USD
P00400,O00007,24-12-2025 20:21,card,3534.18,0,captured,INR
P01740,O01169,2026-01-01T18:45:00+05:30,card,2820.98,0,refunded,INR
P00775,O00879,2025-11-14T06:15:00Z,upi,571.7,0,captured,INR
P00551,O00626,2026-07-13T14:04:00+05:30,card,2325.06,0,captured,INR
P00977,O00398,12-02-2026 16:16,,309.54,0,captured,INR
P01503,O00070,2026-07-20T14:17:00Z,wallet,3580.77,0,captured,INR
P00023,O01891,2025-12-30T05:11:00+05:30,cod,2036.43,0,captured,INR
P01337,O01044,05-06-2026 19:12,card,453.56,0,captured,INR
P02388,O00528,18-06-2026 18:27,upi,42.38,0,refunded,USD
P02751,O01610,2026-07-05T00:32:00+05:30,wallet,45.58,0,captured,USD
P02647,O01764,13-04-2026 14:06,wallet,869.16,0,captured,INR
P00534,O01642,2026-06-26T16:56:00+05:30,card,23.69,0,captured,USD
P01525,O00570,2026-02-04T03:45:00Z,card,4639.6,0,captured,INR
P02219,O00033,28-04-2025 17:11,netbanking,1807.36,0,refunded,INR
P00832,O01726,2026-02-27T20:42:00+05:30,card,336.9,0,captured,INR
P00039,O01919,18-06-2026 23:35,wallet,337.8,59.61,captured,INR
P02376,O00949,2025-06-11T07:08:00+05:30,cod,39,0,captured,USD
P01111,O00093,2026-05-29T10:11:00Z,cod,3016.73,0,captured,INR
P00005,O01807,23-06-2026 15:15,card,756.86,0,refunded,INR
P02484,O00310,2026-01-15T02:03:00+05:30,netbanking,8.19,0.03,captured,USD
P01268,O01195,24-02-2026 12:58,card,1420.86,0,failed,INR
P01649,O00419,02-03-2026 00:24,wallet,4.49,0,failed,USD
P02660,O00059,2026-02-23T12:04:00+05:30,card,333.55,0,failed,INR
P00660,O00904,2025-07-13T13:17:00+05:30,upi,400.45,0,captured,INR
P02051,O00480,2026-03-19T02:17:00+05:30,wallet,554.02,0,captured,INR
P00943,O01782,2026-06-20T05:49:00+05:30,upi,4.74,0,captured,USD
P01952,O01130,2026-07-13T09:47:00+05:30,wallet,641.8,0,captured,INR
P00807,O00648,2026-04-16T19:50:00+05:30,cod,2444.5,0,failed,INR
P01950,O00712,2026-07-01T17:13:00Z,cod,313.4,100,captured,INR
P02800,O93701,2026-02-23T09:21:00+05:30,netbanking,1549.47,0,captured,INR
P00848,O01483,2025-10-12T21:22:00Z,upi,2793.82,0,captured,INR
P01501,O01765,2026-05-22T11:31:00+05:30,cod,5.9,0,captured,USD
P00367,O00794,2025-10-30T01:20:00+05:30,upi,1320.55,0,captured,INR
P01006,O01678,25-04-2026 23:30,upi,1005.75,50,captured,INR
P01011,O00685,2026-07-02T07:23:00+05:30,netbanking,,0,captured,INR
P00955,O01050,2026-03-14T12:27:00+05:30,cod,1349.14,0,refunded,INR
P00994,O02019,2026-07-21T14:56:00+05:30,wallet,702.48,0,captured,INR
P02249,O00992,2026-07-18T01:09:00Z,card,42.28,0,refunded,USD
P00566,O00708,2026-06-28T15:22:00+05:30,netbanking,16.03,0,failed,USD
P01083,O00110,2026-07-23T14:57:00+05:30,card,2858.74,0,captured,INR
P00238,O01047,2026-03-20T00:34:00+05:30,card,2824.28,0,captured,INR
P01119,O01626,2025-08-09T20:47:00+05:30,netbanking,1559.23,0,captured,INR
P00749,O01354,2025-10-22T11:27:00+05:30,wallet,1899.88,0,pending,INR
P00609,O01716,2025-10-16T08:18:00+05:30,cod,63.25,0,failed,USD
P01130,O00269,2026-03-01T00:06:00+05:30,card,653.7,0,failed,INR
P01163,O01657,2026-05-23T04:15:00+05:30,card,,0,captured,INR
P02614,O00537,2026-05-25T10:17:00Z,upi,33.23,0,captured,USD
P02703,O00078,2025-12-31T04:09:00+05:30,wallet,23.58,0,refunded,USD
P02351,O00645,2025-11-08T17:15:00+05:30,netbanking,1064.4,0,failed,INR
P02126,O01676,2025-12-11T02:22:00+05:30,wallet,60.99,0.11,captured,USD
P01656,O01040,2026-07-06T08:06:00+05:30,netbanking,4763.74,0,pending,INR
P01065,O01110,04-11-2025 19:09,upi,5139.82,30,captured,INR
P00900,O01974,03-01-2026 15:39,netbanking,41.47,0.19,captured,USD
P02042,O01645,2026-02-09T17:46:00+05:30,wallet,5.8,0,captured,USD
P00632,O00906,2025-06-21T17:15:00Z,card,3411.51,0,captured,INR
P02149,O01600,2026-05-14T00:26:00+05:30,upi,4.99,0,failed,USD
P00440,O01683,2026-04-13T13:54:00+05:30,,3586.7,0,captured,INR
P02592,O01255,2025-12-18T01:44:00Z,,6.33,0,failed,USD
P02628,O01092,2026-05-25T05:37:00Z,cod,271.7,0,captured,INR
P01592,O02008,2026-04-24T20:48:00Z,card,305.36,0,captured,INR
P01484,O00141,2026-06-25T10:31:00+05:30,wallet,9.82,0,failed,USD
P00916,O02095,2026-06-09T13:45:00Z,netbanking,4997.74,30,captured,INR
P00053,O00613,2026-04-12T11:29:00+05:30,,26.86,0,captured,USD
P02322,O00571,27-03-2026 00:30,card,12.33,0,captured,USD
P02762,O01928,30-08-2025 22:17,card,824.17,0,failed,INR
P01298,O00891,2026-02-13T13:14:00Z,upi,1763.38,0,captured,INR
P02626,O00889,2025-12-27T08:58:00+05:30,upi,5677.21,30,captured,INR
P02406,O01722,27-12-2025 15:17,wallet,15.8,0,refunded,USD
P01537,O01904,2026-05-09T07:00:00+05:30,card,3.98,0,refunded,USD
P00479,O00961,2026-07-13T09:28:00+05:30,netbanking,35.68,0.18,captured,USD
P02136,O00163,2026-06-22T12:28:00Z,card,392.86,69.33,captured,INR
P00995,O01775,2025-10-31T16:22:00+05:30,cod,1298.28,0,captured,INR
P01683,O01635,04-07-2026 18:03,cod,32.7,0,captured,USD
P02013,O00885,31-05-2026 22:08,wallet,553.67,0,failed,INR
P00696,O01333,19-02-2026 02:20,upi,10.71,0,pending,USD
P02737,O00178,2026-03-17T04:35:00+05:30,,4.99,0,captured,USD
P00796,O00231,2026-01-11T10:30:00Z,cod,2399.39,0,failed,INR
P02321,O00927,02-07-2026 04:13,cod,1623.88,0,captured,INR
P00667,O00452,2025-11-30T16:26:00+05:30,upi,1808.29,0,captured,INR
P00293,O01863,2026-06-27T15:17:00+05:30,upi,545.87,0,captured,INR
P01309,O01284,04-07-2026 03:44,cod,4.99,0,failed,USD
P01428,O00146,2026-06-08T03:40:00+05:30,netbanking,633.15,100,captured,INR
P00355,O01756,2025-08-22T10:34:00Z,wallet,641.12,0,captured,INR
P00521,O00488,05-09-2025 12:36,netbanking,639.2,0,failed,INR
P01616,O00278,2026-01-16T07:35:00+05:30,netbanking,5604.27,0,captured,INR
P02683,O01998,15-02-2026 06:15,upi,32.05,0,captured,USD
P01104,O00206,2026-05-30T19:04:00+05:30,cod,1146.55,15,captured,INR
P02107,O00318,2026-05-20T15:55:00Z,upi,754.3,30,captured,INR
P00882,O00145,2026-03-19T18:23:00Z,netbanking,392.14,0,captured,INR
